id,name,Status,Release_Date,Genre,Language,Director,Color,Censor_Details,Censor_Dates,Censor_Certificate_No,Runtime,Certification,Length_in_metres,Banner,Music_Company,Studio,Shooting_Location
506801,Hamen Khelne Do,{},1 Jan 1962,Social,Hindi,R K Sharma,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Children Film Society,"","",""
539561,Jalti Nishani,{},1 Jan 1957,Social,Hindi,Harish 2,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Emsheth Production,"","",""
554007,Sangam,{},1 Jan 1954,"Social, Family Drama",Hindi,Kiran Kumar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sangam Films Co,"","",""
57089,Ek Misaal,{},1 Jan 1986,Social,Hindi,Rajesh Verma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
505251,Mehlon Ke Khwab,{},1 Jan 1960,"Romance, Family Drama",Hindi,Hyder,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Madhubala Pvt Ltd,"","",""
540133,Pardes,{},1 Jan 1950,Social,Hindi,M Sadiq,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,All India Pictures,"","",""
503865,Bombay Ki Billi,{},1 Jan 1960,Action,Hindi,Zahur Ahmad,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Super Pictures,"","",""
539967,Mohini,{},1 Jan 1947,Social,Hindi,Mahindra Gill,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505856,Ferry,{},1 Jan 1954,Romance,Hindi,Memon Gupta,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
504623,Murde Ki Jaan Khatre Main,{},1 Jan 1985,Comedy,Hindi,Navin Kumar,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
55805,Dilruba Tangewali,{},1 Jan 1987,Action,Hindi,S R Pratap,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Devi Films,T-Series,"",""
507885,Arth,Released,1 Jan 1983,"Musical, Drama, Romance",Hindi,Mahesh Bhatt,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,Anu Arts,Saregama-HMV,"",""
505995,Laxmi Pooja,{},1 Jan 1979,{},{},K S Giri,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505024,Milan Ki Raat,{},1 Jan 1968,Romance,Hindi,R Bhattacharya,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Musical Movie,"","",""
504908,Mohabbat Zindagi Hai,{},1 Jan 1966,Family Drama,Hindi,Jagdish Nirula,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
554045,Shagun,{},1 Jan 1964,Family Drama,Hindi,Nazr,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Shaheen Art,"","",""
503195,Zindagi Aur Hum,{},1 Jan 1962,Social,Hindi,P T Anand Kumar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Parvez Pictures,"","",""
505161,Do Behnen,{},1 Jan 1959,Family Drama,Hindi,Kedar Kapoor,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507707,Rangeen Raaten,{},1 Jan 1956,"Romance, Suspense",Hindi,Kidar Sharma,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Ambitious Pictures,"","",""
502892,Aas,{},1 Jan 1953,Romance,Hindi,Devendra Goel,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Goel Cine Corporation,"","",""
540603,Ziddi,{},1 Jan 1948,Romance,Hindi,Shahid Lateef,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Bombay Talkies,"","",""
505844,Sati Anusuya,{},1 Jan 1933,Mythological,Hindi,Madan Rai Vakil,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Imperial Film Co,"","",""
504015,Sulochana,{},1 Jan 1933,Costume Drama,Hindi,R S Choudhary,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Imperial Film Co,"","",""
549836,Phir Aik Sazish,Released,20 Jan 2012,Thriller,Hindi,Shyam Shah,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Modi Films|Dillzan Wadia Productions,"","",""
539898,Meena Bazar,{},1 Jan 1950,Romance,Hindi,Ravindra Dave,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Pancholi Productions,"","",""
503135,Badi Bahu,{},1 Jan 1951,Family Drama,Hindi,S Bhagat,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Variety Productions,Saregama-HMV,"",""
674570,Laxmi... Tuzyavinaa,Under Production,2013,"Romance, Thriller, Drama",Marathi,Deepak Kadam,C,{},Not Available.,Not Available.,110 Minutes,Not Available.,0.0,Laxmi Telang Entertainment,"","",""
506422,Kaun Hai Woh,{},1 Jan 1983,Action,Hindi,Qamar Narvi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505389,Maut Ka Toofan,{},1 Jan 1935,Action,Hindi,Hendry Dargwitz,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,All India Films,"","",""
505657,Ek Shola,{},1 Jan 1958,Social,Hindi,Chander Saigal,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Pradeep Production,"","",""
503862,Tarzan 303,{},1 Jan 1970,Action,Hindi,Chandra Kant,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
575905,Meri Shadi Karao,Released,4 Jan 2013,Comedy,Hindi,Syed Noor,C,{},24 Dec 2012,CIL/1/106/2012,Not Available.,U,3077.74,Mehndi Production|Paragon Entertainment Group,T-Series,"",""
508563,Sanam Bewafa,{},1 Nov 1991,"Drama, Romance, Musical, Family Drama",Hindi,Sawan Kumar Tak,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Weston Music,"",""
505385,Maut Ki Raat,{},1 Jan 2000,{},Hindi,Chandni Gupta,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
504967,Modern Lady,{},1 Jan 1937,Action,Hindi,Jyotish Mukherjee,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Kali Films,"","",""
540227,Pujarin,{},1 Jan 1936,"Social, Musical",Hindi,Prafulla Roy,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,International Film Craft,"","",""
505786,Magic Flute,{},1 Jan 1934,Fantasy,Hindi,Homi Master,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Imperial Film Co,"","",""
504629,Coffee Days,{},1 Jan 2009,{},Hindi,Raman Shripad Bharadwaj,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Kamal Raman Bharadwaj Corporation,"","",""
506772,Kabhi Up Kabhi Down,{},1 Jan 2009,{},Hindi,Raman Shripad Bharadwaj,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Kamal Raman Bharadwaj Corporation,"","",""
506139,Krishna Krishna,{},1 Jan 1986,{},Hindi,Chandra Kant,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506253,Panna Dai,{},1 Jan 1995,Social,Hindi,Ram Darayani,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Pradeep Pictures,"","",""
539983,Mumtaz Mahal,{},1 Jan 1944,Historical,Hindi,Kidar Sharma,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538417,Pukar,{},1 Jan 1939,"Drama, History",Hindi,Sohrab Modi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Minerva Movietone,"","",""
538774,Amar Jyoti,{},1 Jan 1936,Costume Drama,Hindi,V Shantaram,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Prabhat Films,"","",""
507653,Raunaq,{},1 Jan 1944,Romance,Hindi,Dwarka Khosla,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Saubhagya Pictures,"","",""
540526,Umang,{},1 Jan 1944,Social,Hindi,K M Multani,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Praja Pictures,"","",""
504189,Sneh Lagna,{},1 Jan 1938,Social,Hindi,Chandra Rao Kadam,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Chandra Art,"","",""
539671,Kasam,{},1 Jan 1976,Family Drama,Hindi,Ramesh Bedi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Kunwar Films,"","",""
538745,Ajnabi,{},1 Jan 1967,Romance,Hindi,Hari Khanna,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507145,Shan-E-Hind,{},1 Jan 1960,Drama,Hindi,Mohan Sinha,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Bee Joy Films,"","",""
504816,Jung Bahadur,{},1 Jan 1958,Costume Drama,Hindi,G P Pawar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Chitrabharti,"","",""
506277,Khuda Ka Banda,{},1 Jan 1957,{},Hindi,Chaturbhuj Doshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Chitrabharti,"","",""
538929,Bajrangbali,{},1 Jan 1956,Mythology,Hindi,Manibhai Vyas,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Chitrabharti,"","",""
503974,Surang,{},1 Jan 1953,"Action, Social",Hindi,V Shantaram,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
538828,Apna Desh,{},1 Jan 1949,Social,Hindi,V Shantaram,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Rajkamal Films Int,"","",""
539611,Junoon,{},1 Jan 2003,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Pride Entertainment,Universal,"",""
506568,Kanch Aur Heera,{},1 Jan 1972,Social,Hindi,Chandradas Shokh,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
538908,Badshah,{},1 Jan 1964,"Action, Social",Hindi,Chandrakant 1,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Navkala Niketan,"","",""
507444,Jaggu Daku,{},1 Jan 1959,Action,Hindi,Chandrakant 1,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Chitrabharti,"","",""
503171,Baghwat,{},1 Jan 1951,Action,Hindi,S Bhagat,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Variety Productions,"","",""
507437,Seedha Raasta,{},1 Jan 1947,Social,Hindi,Vasant Painter,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Prabhat Films,"","",""
505027,Midnight Mail,{},1 Jan 1939,Social,Hindi,K Amarnath,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Mohan Pictures,"","",""
505188,Do Dost,{},1 Jan 1960,Family Drama,Hindi,K Anand,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Deep Chitra,"","",""
505965,Love And Murder,{},1 Jan 1966,"Action, Thriller",Hindi,Raja Paranjpe,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503801,Bindhaast,{},1 Jan 1999,Thriller,Marathi,Chandrakant Kulkarni,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
57038,Antarnaad,{},1 Jan 1992,"Drama, Social, Offbeat",Hindi,Shyam Benegal,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507665,Rambaan,{},1 Jan 1948,Mythological,Hindi,Vijay Bhatt,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
554080,Shravan Kumar,{},1 Jan 1946,Mythological,Hindi,Ram Darayani,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
548197,Preet,{},1 Jan 1945,Family Drama,Hindi,Ram Darayani,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Krishna Movies,"","",""
505401,Drishtantham (The Vision),{},1 Jan 2007,{},{},M P Sukumaran Nair,{},{},Not Available.,Not Available.,Not Available.,Not Available.,Not Available.,"","","",""
539536,Gopal Krishna,{},6 Jul 1979,{},{},Vijay Sharma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Rajshri Productions Pvt Ltd,"","",""
554038,Sawan,{},1 Jan 1945,Social,Hindi,Dwarka Khosla,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sanjeewan Art Prod,"","",""
511249,50 Lakh,{},5 Oct 2007,"Comedy, Thriller",Hindi,Chandrasekhar Yeleti,C,{},Not Available.,CIL/2/80/2007,Not Available.,B,0.0,Percept Picture Company,"","",""
540204,Prateeksha,{},4 Dec 1993,"Action, Crime",Hindi,Lawrence D'Souza,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
505066,Saat Saal Baad,{},1 Jan 1987,"Horror, Thriller, Drama, Romance",Hindi,S V Saiyed,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
534877,John Jani Janardan,{},26 Oct 1984,"Action, Comedy, Drama, Romance",Hindi,T Rama Rao,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Lakshmi Production,"","",""
504691,Dagabaaz,{},1 Jan 1970,Action,Hindi,Shiv Kumar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Nitin Pictures,"","",""
503810,Birju Ustad,{},1 Jan 1964,Action,Hindi,Manoo Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Sheikh Mukhtar Prod,"","",""
506295,Gangu,{},1 Jan 1962,Social,Hindi,Pramod Chakravorty,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Jai Art Pictures,"","",""
505587,Mall Road,{},1 Jan 1962,Romance,Hindi,V Dablish,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539263,Fashion,{},1 Jan 1959,Family Drama,Hindi,Lekhraj Bakshi,B,{},Not Available.,Not Available.,Not Available.,NA,0.0,"",Saregama-HMV,"",""
539841,Malika,{},1 Jan 1956,Costume Drama,Hindi,Manju,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,S B Films,"","",""
504805,Mr Chakram,{},1 Jan 1956,Comedy,Hindi,S P Bakshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,P S Pictures,"","",""
540123,Panna,{},1 Jan 1956,Social,Hindi,Mohan Sinha,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Chitrabharti,"","",""
503390,Basre Ki Hoor,{},1 Jan 1956,Costume Drama,Hindi,Manju,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
504147,Son Of Alibaba,Released,1 Jan 1955,"Action, Adventure, Fantasy",Hindi,Manju,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,M P Films,"","",""
503841,Tatar Ka Chor,{},1 Jan 1955,Family Drama,Hindi,Manju,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539130,Deepak,{},1 Jan 1951,Social,Hindi,Chandrashekhar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Ram Ganguli Prods,"","",""
507923,Awaara Abdullah,{},1 Jan 1963,Action,Hindi,Tara Harish,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Hanna Films,"","",""
537901,Bhavnao Ko Samjho,{},15 Jan 2010,Comedy,Hindi,Sunil Pal,C,{},4 Jan 2010,Not Available.,Not Available.,Not Available.,0.0,Pal's Films,"","",""
507290,Iran Ki Ek Raat,{},1 Jan 1949,Costume Drama,Hindi,P C Barua,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Solar Films,"","",""
504361,Naya Zamana Nai Kranti,{},1 Jan 1990,Action,Hindi,Chandresh Chaitanya,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503888,Taqdeerwale,{},1 Jan 1948,Action,Hindi,S H Tharani,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Rajan Pictures,"","",""
504080,Stage Girl,{},1 Jan 1947,Action,Hindi,S H Tharani,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507495,Royal Mail,{},1 Jan 1946,Action,Hindi,Nari Ghadiali,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Ajit Pictures,"","",""
504433,Namumkin,{},1 Jan 1946,Social,Hindi,Nari Ghadiali,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Manoranjan Pics,"","",""
503190,Baharon Phool Barsao,{},1 Jan 1972,Social,Hindi,Umesh Mathur,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506372,Pardesi Pankhi,{},1 Jan 1937,Action,Hindi,Chandu Lal Shah,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503579,Toofani Taruni,{},1 Jan 1934,"Action, Social",Hindi,Chandu Lal Shah,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505003,Miss 1933,{},1 Jan 1933,Romance,Hindi,Chandu Lal Shah,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506262,Papeeha,{},1 Jan 1994,"Social, Offbeat",Hindi,Sai Paranjpe,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
504234,Sipahi Ki Sajni,{},1 Jan 1936,Family Drama,Hindi,Chandulal J Shah,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
537031,A Distant Mirage,{},17 Sep 2010,Drama,Punjabi,Harbhajan Virdi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Distant Mirage Films Ltd,"","",""
504916,Dharma Dorai,{},1 Jan 1991,{},Tamil,{},C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
507245,Indrudu Chandrudu,{},1 Jan 1989,"Comedy, Drama",Telugu,Suresh Krissna,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
534444,Karuvelam Pookkal (Creatures Of Darkness),{},31 Mar 2007,{},Tamil,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505512,Manorama,{},1 Jan 1944,Romance,Hindi,Jayant Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Chandra Art,"","",""
503347,Bansari,{},1 Jan 1943,Social,Hindi,Jayant Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540486,Thokar,{},1 Jan 1939,Social,Hindi,Kidar,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507439,Secretary,{},1 Jan 1938,Social,Hindi,Chaturbhuj Doshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503293,Ban Ki Chidiya,{},1 Jan 1938,Action,Hindi,Jayant Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
553853,Rikshawala,{},1 Jan 1938,Social,Hindi,Ezra Mir,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
507549,Raj Ramani,{},1 Jan 1936,Costume Drama,Hindi,Jayant Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539878,Matlabi Duniya,{},1 Jan 1936,Social,Hindi,Jayant Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506056,Laheri Lala,{},1 Jan 1936,Action,Hindi,Jauant Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
502872,Aaj Ka Hindustan,{},1 Jan 1940,Social,Hindi,Jayant Desai,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506750,Phulawari,{},1 Jan 2009,Family Drama,Hindi,Chaturbhuj Doshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
56025,Shesh Naag,{},1 Jan 1957,Mythological,Hindi,Chaturbhuj Doshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Ajit Pictures,"","",""
504802,Dashehra,{},1 Jan 1956,Mythology,Hindi,Chaturbhuj Doshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Navkala Niketan,"","",""
503463,Bela,{},1 Jan 1947,Family Drama,Hindi,Chaturbhuj Doshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503674,Bhakt Surdas,{},1 Jan 1942,Devotional,Hindi,Chaturbhuj Doshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503011,Adhuri Kahani,{},1 Jan 1939,Social,Hindi,Chaturbhuj Doshi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
504919,Dharma-Karma,{},1 Jan 1997,Action,Hindi,Ravi Verma,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503310,Yahhuu,{},1 Jan 2000,{},Hindi,Sanjay Chhel,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
504932,Dhavamai Dhavamirunthu,{},1 Jan 2007,{},Tamil,Cheran,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
542583,404,{},20 May 2011,Thriller,Hindi,Prawaal Raman,C,{},10 May 2011,Not Available.,Not Available.,Not Available.,0.0,Imagik Motion Pictures|APCA News & Entertainment,SAGA Music,"",""
503843,Bollywood Calling,{},1 Jan 2001,"Comedy, Drama",English,Nagesh Kukunoor,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
508128,Neecha Nagar,{},28 Jun 1985,Social,Hindi,Chetan Anand,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,India Pictures,"","",""
540474,Taxi Driver,{},1 Jan 1954,"Romance, Musical",Hindi,Chetan Anand,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Navketan Films,"","",""
201880,King Of Bollywood,{},24 Sep 2004,Comedy,Hindi,Piyush Jha,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Idream Productions,Universal,"",""
660171,Bull Bulbul Bandook,Completed,2013,"Crime, Drama",Hindi,Karan Butani,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Vidisha Productions Pvt. Ltd.|Om Hans Entertainment Ltd.,"","",""
539740,Kundan,{},1 Jan 1972,"Action, Dacoity",Hindi,Prayagraj,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
540549,Vidyapati,{},1 Jan 1937,Social,Hindi,Debki Bose,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,New Theatres,"","",""
504235,Char Diwari,{},1 Jan 1961,Romance,Hindi,Krishan Chopra,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",Saregama-HMV,"",""
538664,Aadmi,{},1 Jan 1939,Social,Hindi,V Shantaram,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Prabhat Films,"","",""
55785,Izzat Aabroo,{},1 Jan 1990,"Action, Social",Hindi,Chhutu Arya,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
6255711,Puli,Released,1 Oct 2015,"Fantasy, Adventure",Tamil,Chimbu Deven,C,{},Not Available.,Not Available.,Not Available.,U,0.0,SKT Studios,Sony Music,"",""
66504,Bad Boys,{},25 Jul 2003,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
596524,21 Survival 12,Under Production,2016,Thriller,Hindi,Shailesh Nile,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Ashtavinayak Movies,"","",""
534785,Hitler,{},15 May 1998,{},Hindi,T L V Prasad,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,B M B Pictures,"","",""
502869,Aaj Ka Gunda,{},1 Jan 1992,"Drama, Thriller",Hindi,Ravi Raja,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505822,Faraar Quaidi,{},1 Jan 1989,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503897,Taqatwala,{},1 Jan 1984,{},Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
503793,Billa Ranga,{},1 Jan 1984,"Action, Crime, Family Drama",Hindi,K S R Das,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,P N R Pictures,"","",""
503151,Zulm Ki Zanjeer,{},1 Jan 1984,{},Hindi,S P Muthuraman,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
505957,Love In Singapore,{},1 Jan 1983,"Drama, Action, Romance",Hindi,{},C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
506892,Kaali,{},1 Jan 1980,"Action, Drama",Telugu,I V Sasi,C,{},Not Available.,Not Available.,Not Available.,NA,0.0,"","","",""
506835,Har Pall,Shelved,2010,{},Hindi,Jahnu Barua,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"",T-Series,"",""
506162,Kite Flight,{},1 Jan 1965,Children,Hindi,Mohan Kaul,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Children Film Society,"","",""
530577,Lava Kusa,{},8 Oct 2010,Animation,Hindi,Dhavala Satyam,C,{},6 Aug 2010,Not Available.,Not Available.,Not Available.,0.0,Rayudu Vision Media Ltd,Junglee Music,"",""
540102,Noor Mahal,{},1 Jan 1965,Family Drama,Hindi,Nashir Engineer,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Ratan Pictures,"","",""
503217,Zarak Khan,{},1 Jan 1963,Drama,Hindi,Harbans,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Shanti Niketan Films,"","",""
506661,Kala Samundar,{},1 Jan 1962,Action,Hindi,R P Ashk,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Deepak Chitra,Saregama-HMV,"",""
540263,Qatil,{},1 Jan 1961,Action,Hindi,Mohd Husain,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Prithivi Pictures,"","",""
507148,Shan E Hatim,{},1 Jan 1958,Fantasy,Hindi,N Vakil,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Desai Films,"","",""
505928,Sati Pariksha,{},1 Jan 1957,Religious,Hindi,N Vakil,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Desai Films,"","",""
538734,Adil-E-Jahangir,{},1 Jan 1956,{},Hindi,G P Sippy,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,G P Productions,"","",""
504005,Sultan-E-Alam,{},1 Jan 1956,Costume Drama,Hindi,Mohan Sinha,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,"","","",""
539777,Lal-E-Yaman,{},1 Jan 1956,Costume Drama,Hindi,Nanubhai Vakil,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Vakil Prod,"","",""
505244,Sakhi Hatim,{},1 Jan 1955,Fantasy,Hindi,N Vakil,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Shah Pictures,"","",""
506854,Hatimtai Ki Beti,{},1 Jan 1955,Fantasy,Hindi,N Vakil,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Vakil Prod,"","",""
506956,Hoor-E-Arab,{},1 Jan 1955,Costume Drama,Hindi,P N Arora,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,All India Pictures,"","",""
507770,Allaudin Ka Beta,{},1 Jan 1955,Fantasy,Hindi,R Rizvi,B,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,United Pictures International,"","",""
540276,Raavan,{},28 Sep 1984,Family Drama,Hindi,Johny Bakshi,C,{},Not Available.,Not Available.,Not Available.,Not Available.,0.0,Johny Bakshi Films,"","",""
